order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
4849,Ca-New-2014-164469,6/25/2014,6/27/2014,Second Class,GK-14620,OFF-AR-10000475,9.328,1,0.2,0.8162
4850,Ca-New-2014-107818,9/8/2014,9/14/2014,Standard Class,MC-17275,OFF-AR-10003045,5.88,2,0,2.646
4851,Ca-New-2014-107818,9/8/2014,9/14/2014,Standard Class,MC-17275,FUR-CH-10000454,975.92,5,0.2,121.99
4852,Ca-New-2014-107818,9/8/2014,9/14/2014,Standard Class,MC-17275,OFF-AR-10000380,303.84,8,0,91.152
4853,Ca-New-2014-107818,9/8/2014,9/14/2014,Standard Class,MC-17275,OFF-ST-10000736,485.88,6,0,19.4352
4854,Ca-New-2014-113320,12/12/2014,12/15/2014,Second Class,LH-17155,FUR-FU-10004270,12.54,3,0,4.5144
4855,Ca-New-2014-113320,12/12/2014,12/15/2014,Second Class,LH-17155,OFF-ST-10000617,8.94,3,0,0.6258
4856,Ca-New-2014-113320,12/12/2014,12/15/2014,Second Class,LH-17155,FUR-FU-10001706,9.24,3,0,4.4352
4862,Ca-New-2014-138940,4/11/2014,4/16/2014,Second Class,GM-14455,TEC-PH-10001835,758.352,6,0.2,265.4232
4876,Ca-New-2014-132864,12/2/2014,12/7/2014,Standard Class,KN-16390,TEC-AC-10001267,119.8,5,0.2,29.95
4877,US-2014-155817,10/3/2014,10/9/2014,Standard Class,SL-20155,OFF-ST-10000532,61.568,2,0.2,4.6176
4878,US-2014-155817,10/3/2014,10/9/2014,Standard Class,SL-20155,OFF-AR-10002335,6.192,3,0.2,0.4644
4886,Ca-New-2014-151379,12/16/2014,12/20/2014,Standard Class,SC-20695,OFF-PA-10000595,114.2,5,0,52.532
4898,US-2014-122021,10/15/2014,10/17/2014,First Class,AC-10660,FUR-CH-10003761,183.372,2,0.3,-7.8588
4899,US-2014-122021,10/15/2014,10/17/2014,First Class,AC-10660,OFF-PA-10002230,7.968,2,0.2,2.8884
4905,US-2014-161613,12/1/2014,12/3/2014,Second Class,MC-17605,FUR-CH-10003746,674.058,3,0.3,-19.2588
4906,US-2014-146353,10/14/2014,10/16/2014,Second Class,JE-15610,OFF-BI-10003476,22.92,4,0,11.0016
4907,US-2014-146353,10/14/2014,10/16/2014,Second Class,JE-15610,OFF-ST-10001469,269.9,5,0,16.194
4908,Ca-New-2014-133809,11/18/2014,11/23/2014,Second Class,MS-17530,OFF-BI-10001757,11.808,8,0.7,-8.6592
4909,Ca-New-2014-133809,11/18/2014,11/23/2014,Second Class,MS-17530,TEC-PH-10004875,9.588,2,0.4,-2.0774
4930,US-2014-138828,9/2/2014,9/3/2014,First Class,KD-16345,OFF-AR-10000658,57.75,5,0,16.17
4931,US-2014-138828,9/2/2014,9/3/2014,First Class,KD-16345,OFF-PA-10000349,14.94,3,0,7.0218
4938,Ca-New-2014-157147,1/13/2014,1/18/2014,Standard Class,BD-11605,OFF-ST-10000078,1325.85,5,0,238.653
4939,Ca-New-2014-157147,1/13/2014,1/18/2014,Standard Class,BD-11605,FUR-BO-10003034,333.999,3,0.15,3.9294
4940,Ca-New-2014-157147,1/13/2014,1/18/2014,Standard Class,BD-11605,OFF-AR-10003514,19.9,5,0,6.567
4948,Ca-New-2014-102085,10/4/2014,10/9/2014,Standard Class,JD-16015,OFF-LA-10002475,29.24,4,0,13.7428
4955,Ca-New-2014-160262,6/9/2014,6/13/2014,Second Class,TS-21205,OFF-AR-10002335,18.06,7,0,4.6956
4956,Ca-New-2014-160262,6/9/2014,6/13/2014,Second Class,TS-21205,OFF-PA-10003641,79.14,3,0,36.4044
4957,Ca-New-2014-160262,6/9/2014,6/13/2014,Second Class,TS-21205,FUR-FU-10002685,37.4,2,0,14.212
4962,Ca-New-2014-156587,3/7/2014,3/8/2014,First Class,AB-10015,FUR-CH-10004477,48.712,1,0.2,5.4801
4963,Ca-New-2014-156587,3/7/2014,3/8/2014,First Class,AB-10015,OFF-AR-10001427,17.94,3,0,4.6644
4964,Ca-New-2014-156587,3/7/2014,3/8/2014,First Class,AB-10015,OFF-ST-10002344,242.94,3,0,4.8588
4983,Ca-New-2014-160066,11/16/2014,11/22/2014,Standard Class,AH-10075,OFF-LA-10001045,5.22,2,0,2.4012
4986,Ca-New-2014-125171,9/3/2014,9/3/2014,Same Day,AG-10390,OFF-LA-10001175,14.4,5,0,7.056
4996,Ca-New-2014-132227,11/4/2014,11/10/2014,Standard Class,SZ-20035,OFF-BI-10000962,52.064,4,0.2,18.8732
5005,Ca-New-2014-156006,4/30/2014,5/2/2014,Second Class,TM-21010,TEC-AC-10002550,47.79,3,0,16.2486
5016,Ca-New-2014-153850,11/24/2014,11/29/2014,Standard Class,TH-21100,FUR-FU-10002960,35.168,7,0.2,9.6712
5017,Ca-New-2014-153850,11/24/2014,11/29/2014,Standard Class,TH-21100,TEC-PH-10002584,1502.376,4,0.4,-250.396
5018,Ca-New-2014-127558,11/15/2014,11/18/2014,First Class,SS-20410,FUR-FU-10002505,10.11,3,0,3.2352
5019,Ca-New-2014-127558,11/15/2014,11/18/2014,First Class,SS-20410,TEC-AC-10003832,772.47,3,0,146.7693
5020,Ca-New-2014-127558,11/15/2014,11/18/2014,First Class,SS-20410,OFF-SU-10002537,20.46,2,0,5.3196
5029,Ca-New-2014-151792,9/2/2014,9/7/2014,Second Class,CV-12295,TEC-AC-10001606,239.976,3,0.2,53.9946
5036,Ca-New-2014-169803,4/6/2014,4/12/2014,Standard Class,SC-20260,FUR-TA-10000688,653.55,3,0,111.1035
5037,Ca-New-2014-169803,4/6/2014,4/12/2014,Standard Class,SC-20260,TEC-AC-10003441,33.9,2,0,2.034
5049,US-2014-104759,3/31/2014,4/4/2014,Standard Class,DD-13570,OFF-BI-10002071,8.134,7,0.8,-13.8278
5050,US-2014-104759,3/31/2014,4/4/2014,Standard Class,DD-13570,TEC-AC-10004901,79.984,2,0.2,13.9972
5069,Ca-New-2014-124478,8/8/2014,8/12/2014,Standard Class,MA-17560,TEC-CO-10001571,549.99,1,0,274.995
5070,Ca-New-2014-124478,8/8/2014,8/12/2014,Standard Class,MA-17560,OFF-AP-10002495,167.535,3,0.1,37.23
5071,Ca-New-2014-124478,8/8/2014,8/12/2014,Standard Class,MA-17560,OFF-EN-10002500,38.34,3,0,17.253
5072,Ca-New-2014-124478,8/8/2014,8/12/2014,Standard Class,MA-17560,FUR-FU-10002088,53.88,6,0,22.6296
5073,Ca-New-2014-124478,8/8/2014,8/12/2014,Standard Class,MA-17560,TEC-PH-10001128,299.98,2,0,83.9944
5076,Ca-New-2014-134572,4/20/2014,4/22/2014,Second Class,SV-20365,FUR-TA-10001705,744.1,5,0.3,-95.67
5077,Ca-New-2014-134572,4/20/2014,4/22/2014,Second Class,SV-20365,OFF-ST-10004634,44.84,5,0.2,5.605
5078,Ca-New-2014-134572,4/20/2014,4/22/2014,Second Class,SV-20365,FUR-TA-10004442,401.59,2,0.3,-131.951
5094,US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260,OFF-AP-10004036,14.016,4,0.8,-31.536
5095,US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260,FUR-TA-10004086,214.95,5,0.5,-120.372
5096,US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260,TEC-PH-10000307,35.04,4,0.2,-7.008
5097,US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260,FUR-FU-10002088,10.776,3,0.6,-4.8492
5098,US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260,OFF-BI-10004965,4.6,2,0.8,-8.05
5099,US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260,OFF-ST-10002485,35.168,2,0.2,-8.3524
5101,Ca-New-2014-158442,3/17/2014,3/17/2014,Same Day,AZ-10750,OFF-AR-10003732,4.448,2,0.2,0.3336
5102,Ca-New-2014-158442,3/17/2014,3/17/2014,Same Day,AZ-10750,OFF-PA-10002195,5.184,1,0.2,1.8792
5103,Ca-New-2014-158442,3/17/2014,3/17/2014,Same Day,AZ-10750,OFF-PA-10002365,15.552,3,0.2,5.4432
5106,Ca-New-2014-116568,12/14/2014,12/20/2014,Standard Class,BM-11785,FUR-CH-10002439,186.304,4,0.2,13.9728
5110,Ca-New-2014-138450,10/18/2014,10/22/2014,Standard Class,EH-13765,OFF-EN-10001335,52.512,6,0.2,19.692
5111,Ca-New-2014-138450,10/18/2014,10/22/2014,Standard Class,EH-13765,OFF-ST-10003479,186.912,6,0.2,-35.046
5112,Ca-New-2014-138450,10/18/2014,10/22/2014,Standard Class,EH-13765,OFF-PA-10003016,10.048,4,0.2,3.14
5121,Ca-New-2014-149538,4/4/2014,4/8/2014,Standard Class,KB-16585,OFF-ST-10004180,232.55,5,0,9.302
5122,Ca-New-2014-149538,4/4/2014,4/8/2014,Standard Class,KB-16585,TEC-AC-10002926,99.98,2,0,42.9914
5123,Ca-New-2014-149538,4/4/2014,4/8/2014,Standard Class,KB-16585,OFF-PA-10003797,19.44,3,0,9.3312
5124,Ca-New-2014-149538,4/4/2014,4/8/2014,Standard Class,KB-16585,OFF-PA-10002195,12.96,2,0,6.3504
5125,Ca-New-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,FUR-TA-10001039,464.292,9,0.4,-108.3348
5126,Ca-New-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,OFF-EN-10001099,68.46,7,0,31.4916
5127,Ca-New-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,TEC-MA-10003979,2799.96,4,0,1371.9804
5128,Ca-New-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,OFF-AP-10002945,601.3,2,0,198.429
5129,Ca-New-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,TEC-PH-10001536,16.99,1,0,4.4174
5130,Ca-New-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,TEC-PH-10000526,287.97,3,0,80.6316
5131,Ca-New-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,OFF-PA-10000213,44.82,9,0,21.0654
5150,Ca-New-2014-141796,6/21/2014,6/21/2014,Same Day,JG-15160,TEC-PH-10001578,1214.85,3,0,352.3065
5153,US-2014-121566,6/30/2014,7/6/2014,Standard Class,CS-11860,OFF-BI-10004528,2.688,1,0.2,0.84
5154,US-2014-121566,6/30/2014,7/6/2014,Standard Class,CS-11860,OFF-AR-10001026,6.6,3,0,2.904
5162,Ca-New-2014-111192,7/30/2014,8/5/2014,Standard Class,TS-21430,FUR-BO-10002916,1367.84,8,0,259.8896
5165,Ca-New-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,OFF-AR-10001149,3.9,2,0,1.521
5166,Ca-New-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,OFF-PA-10000130,12.84,3,0,5.778
5167,Ca-New-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,OFF-PA-10002479,15.84,3,0,7.128
5168,Ca-New-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,FUR-CH-10004997,563.94,3,0,112.788
5169,Ca-New-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,OFF-ST-10004950,62.94,3,0,11.9586
5170,Ca-New-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,OFF-ST-10001490,535.41,3,0,160.623
5193,Ca-New-2014-101560,11/28/2014,12/1/2014,Second Class,CS-12250,FUR-FU-10003773,397.6,5,0,43.736
5194,Ca-New-2014-101560,11/28/2014,12/1/2014,Second Class,CS-12250,OFF-PA-10001363,85.96,7,0,40.4012
5195,Ca-New-2014-101560,11/28/2014,12/1/2014,Second Class,CS-12250,OFF-AR-10004757,13.12,4,0,4.3296
5196,Ca-New-2014-101560,11/28/2014,12/1/2014,Second Class,CS-12250,OFF-BI-10000309,45.66,3,0,22.3734
5197,Ca-New-2014-159709,5/10/2014,5/15/2014,Standard Class,AI-10855,OFF-EN-10001434,158.13,3,0,77.4837
5198,Ca-New-2014-159709,5/10/2014,5/15/2014,Standard Class,AI-10855,TEC-PH-10003988,43.6,5,0.2,4.36
5221,Ca-New-2014-140487,6/14/2014,6/20/2014,Standard Class,SR-20425,FUR-BO-10000711,212.94,3,0,57.4938
5229,US-2014-147648,11/26/2014,12/1/2014,Standard Class,LS-16975,OFF-PA-10001033,81.98,2,0,40.1702
5234,Ca-New-2014-115084,10/18/2014,10/22/2014,Standard Class,LS-17200,FUR-CH-10004626,605.34,6,0,145.2816
5237,Ca-New-2014-166744,9/20/2014,9/24/2014,Standard Class,DN-13690,FUR-FU-10004952,164.22,3,0,50.9082
5238,Ca-New-2014-166744,9/20/2014,9/24/2014,Standard Class,DN-13690,FUR-BO-10001337,362.94,3,0,36.294
5239,Ca-New-2014-166744,9/20/2014,9/24/2014,Standard Class,DN-13690,TEC-AC-10003628,59.98,2,0,26.3912
5254,US-2014-131982,3/7/2014,3/11/2014,Second Class,NP-18685,OFF-BI-10004224,107.648,2,0.2,33.64
5261,Ca-New-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,TEC-PH-10000675,196.776,3,0.2,14.7582
5262,Ca-New-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,OFF-BI-10000050,2.92,2,0.8,-4.818
5263,Ca-New-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,FUR-TA-10004154,200.795,1,0.3,-22.948
5264,Ca-New-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,TEC-AC-10002718,46.688,4,0.2,-2.918
5265,Ca-New-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,OFF-AR-10003179,21.864,3,0.2,3.5529
5278,Ca-New-2014-113859,9/13/2014,9/17/2014,Standard Class,BC-11125,FUR-CH-10004698,340.116,6,0.3,-9.7176
5279,Ca-New-2014-159681,12/7/2014,12/13/2014,Standard Class,PO-18850,OFF-PA-10003641,105.52,4,0,48.5392
5284,Ca-New-2014-133424,3/30/2014,4/4/2014,Standard Class,Dl-13600,OFF-ST-10002957,15.84,3,0,0
5285,Ca-New-2014-133424,3/30/2014,4/4/2014,Standard Class,Dl-13600,OFF-LA-10002312,44.4,3,0,22.2
5290,Ca-New-2014-146283,9/8/2014,9/15/2014,Standard Class,KT-16465,OFF-PA-10002259,17.904,2,0.2,6.2664
5291,Ca-New-2014-146283,9/8/2014,9/15/2014,Standard Class,KT-16465,FUR-CH-10004287,966.7,5,0.3,-13.81
5292,Ca-New-2014-146283,9/8/2014,9/15/2014,Standard Class,KT-16465,OFF-PA-10000482,182.112,6,0.2,61.4628
5304,US-2014-139500,11/16/2014,11/20/2014,Standard Class,AB-10165,FUR-CH-10002017,37.296,2,0.3,-1.0656
5305,US-2014-166310,9/21/2014,9/23/2014,First Class,JS-15940,FUR-FU-10001546,8.544,2,0.6,-7.476
5328,Ca-New-2014-130813,1/6/2014,1/8/2014,Second Class,LS-17230,OFF-PA-10002005,19.44,3,0,9.3312
5334,Ca-New-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315,FUR-FU-10001731,10.68,4,0,4.0584
5335,Ca-New-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315,OFF-PA-10002160,17.34,3,0,8.4966
5336,Ca-New-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315,OFF-PA-10002659,3.38,1,0,1.5548
5343,US-2014-168501,11/21/2014,11/27/2014,Standard Class,JK-15325,OFF-EN-10001509,1.632,1,0.2,0.5508
5344,US-2014-168501,11/21/2014,11/27/2014,Standard Class,JK-15325,TEC-PH-10004922,267.96,5,0.2,16.7475
5355,Ca-New-2014-113768,5/13/2014,5/19/2014,Standard Class,AH-10030,FUR-CH-10002439,279.456,6,0.2,20.9592
5356,Ca-New-2014-113768,5/13/2014,5/19/2014,Standard Class,AH-10030,OFF-PA-10003063,8,2,0,3.84
5358,Ca-New-2014-150490,8/5/2014,8/11/2014,Standard Class,SS-20590,TEC-AC-10004510,16.36,1,0,1.636
5359,Ca-New-2014-150490,8/5/2014,8/11/2014,Standard Class,SS-20590,OFF-ST-10000321,15.78,2,0,0.6312
5360,Ca-New-2014-150490,8/5/2014,8/11/2014,Standard Class,SS-20590,OFF-AR-10004602,45.98,2,0,12.8744
5365,Ca-New-2014-123477,1/18/2014,1/21/2014,Second Class,DW-13195,OFF-AP-10000692,64.864,4,0.2,6.4864
5378,Ca-New-2014-125542,12/5/2014,12/7/2014,First Class,NB-18655,OFF-EN-10000056,348.488,7,0.2,117.6147
5379,Ca-New-2014-125542,12/5/2014,12/7/2014,First Class,NB-18655,OFF-ST-10001469,172.736,4,0.2,-30.2288
5392,US-2014-123183,11/19/2014,11/25/2014,Standard Class,GR-14560,OFF-LA-10002787,22.5,6,0,10.8
5393,US-2014-123183,11/19/2014,11/25/2014,Standard Class,GR-14560,OFF-LA-10001569,9.96,2,0,4.5816
5394,US-2014-123183,11/19/2014,11/25/2014,Standard Class,GR-14560,OFF-BI-10002429,213.08,7,0,102.2784
5395,US-2014-123183,11/19/2014,11/25/2014,Standard Class,GR-14560,FUR-BO-10000362,1025.88,6,0,235.9524
5396,Ca-New-2014-104829,11/18/2014,11/21/2014,Second Class,JG-15805,OFF-PA-10003016,21.98,7,0,9.891
5418,Ca-New-2014-132542,10/6/2014,10/8/2014,Second Class,AM-10360,OFF-BI-10004099,15.36,2,0,7.68
5430,Ca-New-2014-136861,9/5/2014,9/7/2014,First Class,PR-18880,FUR-FU-10001967,31.984,2,0.2,1.999
5437,Ca-New-2014-103317,7/5/2014,7/8/2014,First Class,DM-13525,FUR-FU-10001591,19.52,2,0.2,5.368
5438,Ca-New-2014-103317,7/5/2014,7/8/2014,First Class,DM-13525,OFF-BI-10001787,9.81,5,0.7,-6.867
5439,Ca-New-2014-103317,7/5/2014,7/8/2014,First Class,DM-13525,FUR-FU-10003192,213.216,3,0.2,15.9912
5449,US-2014-119081,9/12/2014,9/19/2014,Standard Class,TA-21385,OFF-SU-10000157,357.93,3,0,7.1586
5450,US-2014-119081,9/12/2014,9/19/2014,Standard Class,TA-21385,TEC-AC-10001542,57.4,5,0,10.906
5451,US-2014-119081,9/12/2014,9/19/2014,Standard Class,TA-21385,OFF-BI-10004519,331.96,2,0,149.382
5452,US-2014-119081,9/12/2014,9/19/2014,Standard Class,TA-21385,FUR-FU-10003464,40.56,2,0,12.9792
5461,US-2014-107405,3/21/2014,3/25/2014,Standard Class,TS-21205,OFF-ST-10002301,16.272,1,0.2,-3.8646
5463,Ca-New-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,OFF-BI-10003676,32.34,10,0.7,-23.716
5464,Ca-New-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,OFF-PA-10000659,56.064,4,0.2,19.6224
5465,Ca-New-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,OFF-EN-10002504,108.72,5,0.2,36.693
5466,Ca-New-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,FUR-BO-10001972,181.47,5,0.7,-320.597
5467,Ca-New-2014-107706,2/14/2014,2/19/2014,Second Class,ST-20530,OFF-PA-10000466,16.176,3,0.2,6.066
5469,Ca-New-2014-132451,9/26/2014,9/27/2014,First Class,KF-16285,FUR-CH-10000454,585.552,3,0.2,73.194
5470,Ca-New-2014-132451,9/26/2014,9/27/2014,First Class,KF-16285,OFF-PA-10004888,19.44,3,0,9.3312
5480,Ca-New-2014-101770,3/31/2014,4/4/2014,Standard Class,KB-16240,OFF-BI-10001097,1.869,1,0.7,-1.3083
5486,Ca-New-2014-107573,12/12/2014,12/17/2014,Standard Class,PB-19150,OFF-EN-10001099,23.472,3,0.2,7.6284
5493,Ca-New-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,OFF-SU-10001225,7.36,2,0,0.1472
5494,Ca-New-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,OFF-LA-10002043,41.4,4,0,19.872
5495,Ca-New-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,FUR-BO-10000330,411.332,4,0.15,-4.8392
5512,US-2014-137680,2/24/2014,3/2/2014,Standard Class,JH-15430,OFF-PA-10000174,32.896,4,0.2,11.1024
5513,US-2014-137680,2/24/2014,3/2/2014,Standard Class,JH-15430,OFF-PA-10000069,22.776,3,0.2,7.6869
5549,Ca-New-2014-159800,11/28/2014,12/1/2014,First Class,SG-20470,OFF-AP-10004859,43.68,3,0,11.7936
5550,Ca-New-2014-159800,11/28/2014,12/1/2014,First Class,SG-20470,TEC-AC-10003447,139.93,7,0,34.9825
5551,US-2014-159618,11/12/2014,11/16/2014,Standard Class,DB-12970,OFF-AR-10003183,2.672,1,0.2,0.334
5552,US-2014-159618,11/12/2014,11/16/2014,Standard Class,DB-12970,OFF-SU-10000432,16.656,6,0.2,-3.123
5553,US-2014-159618,11/12/2014,11/16/2014,Standard Class,DB-12970,TEC-AC-10003832,79.512,3,0.2,20.8719
5554,US-2014-159618,11/12/2014,11/16/2014,Standard Class,DB-12970,OFF-PA-10004100,36.288,7,0.2,12.7008
5555,US-2014-159618,11/12/2014,11/16/2014,Standard Class,DB-12970,FUR-BO-10004467,67.9932,1,0.32,-12.9987
5572,Ca-New-2014-151162,12/5/2014,12/9/2014,Standard Class,EA-14035,OFF-PA-10001033,98.376,3,0.2,35.6613
5573,Ca-New-2014-151162,12/5/2014,12/9/2014,Standard Class,EA-14035,OFF-BI-10003719,29.94,4,0.7,-23.952
5574,Ca-New-2014-151162,12/5/2014,12/9/2014,Standard Class,EA-14035,OFF-PA-10003036,17.472,3,0.2,5.6784
5575,Ca-New-2014-151162,12/5/2014,12/9/2014,Standard Class,EA-14035,TEC-PH-10001870,36.738,1,0.4,-9.1845
5576,Ca-New-2014-151162,12/5/2014,12/9/2014,Standard Class,EA-14035,TEC-PH-10001809,179.94,2,0.4,-44.985
5584,Ca-New-2014-116673,12/15/2014,12/19/2014,Second Class,JO-15280,FUR-FU-10003829,6.16,2,0,1.9712
5589,Ca-New-2014-168158,7/19/2014,7/24/2014,Standard Class,EM-14140,OFF-BI-10001759,6.096,2,0.2,2.2098
5592,Ca-New-2014-164742,10/13/2014,10/18/2014,Second Class,ML-17395,FUR-CH-10002880,245.98,2,0,27.0578
5593,Ca-New-2014-164742,10/13/2014,10/18/2014,Second Class,ML-17395,OFF-BI-10004738,18.94,1,0,9.47
5600,Ca-New-2014-108903,10/3/2014,10/3/2014,Same Day,DO-13435,OFF-AR-10004010,55.984,2,0.2,4.1988
5601,Ca-New-2014-108903,10/3/2014,10/3/2014,Same Day,DO-13435,OFF-EN-10004030,14.48,5,0.2,4.887
5602,Ca-New-2014-108903,10/3/2014,10/3/2014,Same Day,DO-13435,TEC-AC-10003023,142.488,3,0.2,-3.5622
5626,Ca-New-2014-126683,9/29/2014,10/1/2014,Second Class,PP-18955,FUR-FU-10001706,6.16,2,0,2.9568
5627,Ca-New-2014-126683,9/29/2014,10/1/2014,Second Class,PP-18955,FUR-TA-10002958,2348.82,9,0,399.2994
5631,Ca-New-2014-127614,2/11/2014,2/15/2014,Standard Class,NF-18385,TEC-AC-10001432,234.45,3,0,103.158
5632,Ca-New-2014-127614,2/11/2014,2/15/2014,Standard Class,NF-18385,FUR-TA-10003715,1256.22,6,0,75.3732
5633,Ca-New-2014-127614,2/11/2014,2/15/2014,Standard Class,NF-18385,OFF-BI-10003291,17.46,2,0,8.2062
5639,Ca-New-2014-154893,12/21/2014,12/27/2014,Standard Class,GM-14440,FUR-CH-10004287,1325.76,6,0.2,149.148
5640,Ca-New-2014-154893,12/21/2014,12/27/2014,Standard Class,GM-14440,FUR-CH-10000595,572.16,3,0.2,35.76
5641,Ca-New-2014-147900,9/23/2014,9/28/2014,Standard Class,JK-15640,OFF-PA-10003063,28.8,9,0.2,10.08
5654,US-2014-134187,11/4/2014,11/11/2014,Standard Class,TH-21235,OFF-AR-10000940,2.94,1,0,0.7938
5676,Ca-New-2014-135993,5/28/2014,6/2/2014,Standard Class,PJ-18835,TEC-PH-10001552,57.408,6,0.2,5.7408
5677,Ca-New-2014-135993,5/28/2014,6/2/2014,Standard Class,PJ-18835,TEC-AC-10004877,27.6,4,0,2.208
5683,Ca-New-2014-164315,4/2/2014,4/8/2014,Standard Class,RD-19585,OFF-PA-10004248,15.84,3,0,7.128
5684,Ca-New-2014-164315,4/2/2014,4/8/2014,Standard Class,RD-19585,TEC-PH-10001128,1049.93,7,0,293.9804
5685,Ca-New-2014-164315,4/2/2014,4/8/2014,Standard Class,RD-19585,OFF-AP-10003842,154.9,5,0,40.274
5687,Ca-New-2014-131541,7/28/2014,7/28/2014,Same Day,CK-12205,OFF-FA-10000621,14.32,5,0.2,5.191
5688,Ca-New-2014-131541,7/28/2014,7/28/2014,Same Day,CK-12205,FUR-FU-10003623,129.888,6,0.2,12.9888
5689,Ca-New-2014-131541,7/28/2014,7/28/2014,Same Day,CK-12205,OFF-EN-10000781,48.944,7,0.2,16.5186
5703,US-2014-123519,12/14/2014,12/21/2014,Standard Class,SS-20875,OFF-AR-10003829,2.624,1,0.2,0.2952
5704,US-2014-123519,12/14/2014,12/21/2014,Standard Class,SS-20875,FUR-TA-10002645,136.53,1,0.4,-52.3365
5705,US-2014-123519,12/14/2014,12/21/2014,Standard Class,SS-20875,TEC-AC-10003033,263.96,1,0.2,42.8935
5706,Ca-New-2014-155593,11/3/2014,11/8/2014,Standard Class,RP-19390,OFF-SU-10002522,11.64,3,0,3.3756
5714,US-2014-143707,3/1/2014,3/5/2014,Standard Class,HR-14770,TEC-PH-10003655,5.94,3,0,1.6038
5725,Ca-New-2014-103191,9/22/2014,9/27/2014,Standard Class,VG-21805,OFF-ST-10002574,331.536,3,0.2,-82.884
5736,Ca-New-2014-111773,6/29/2014,7/3/2014,Standard Class,JK-15625,OFF-BI-10000174,13.92,3,0.2,4.872
5737,Ca-New-2014-148614,1/20/2014,1/25/2014,Standard Class,MV-17485,OFF-PA-10002893,19.36,2,0,9.2928
5738,Ca-New-2014-148614,1/20/2014,1/25/2014,Standard Class,MV-17485,FUR-FU-10003194,19.3,2,0,5.79
5751,Ca-New-2014-145800,5/30/2014,6/5/2014,Standard Class,SS-20410,FUR-TA-10001539,355.455,3,0.5,-184.8366
5756,Ca-New-2014-163748,10/14/2014,10/18/2014,Standard Class,HG-15025,OFF-AP-10004052,3.16,4,0.8,-8.532
5757,Ca-New-2014-163748,10/14/2014,10/18/2014,Standard Class,HG-15025,TEC-CO-10002095,1999.96,5,0.2,624.9875
5766,US-2014-126340,11/8/2014,11/14/2014,Standard Class,EB-13870,TEC-PH-10004447,333.576,3,0.2,25.0182
5779,Ca-New-2014-105270,11/11/2014,11/18/2014,Standard Class,AP-10915,OFF-AR-10003156,30.48,3,0,7.9248
5780,Ca-New-2014-105270,11/11/2014,11/18/2014,Standard Class,AP-10915,FUR-CH-10000988,112.648,1,0.2,11.2648
5796,Ca-New-2014-124856,9/29/2014,10/3/2014,Second Class,LD-17005,OFF-ST-10002615,1395.54,9,0,362.8404
5797,Ca-New-2014-124856,9/29/2014,10/3/2014,Second Class,LD-17005,FUR-FU-10000521,117.36,4,0,36.3816
5798,Ca-New-2014-124856,9/29/2014,10/3/2014,Second Class,LD-17005,OFF-LA-10000121,18.9,3,0,8.694
5799,Ca-New-2014-124856,9/29/2014,10/3/2014,Second Class,LD-17005,OFF-PA-10001289,77.52,2,0,37.9848
5800,Ca-New-2014-166716,8/20/2014,8/25/2014,Second Class,CR-12730,FUR-CH-10004495,421.372,2,0.3,-6.0196
5801,Ca-New-2014-123225,7/11/2014,7/14/2014,First Class,MN-17935,TEC-PH-10000895,575.968,4,0.2,43.1976
5802,Ca-New-2014-123225,7/11/2014,7/14/2014,First Class,MN-17935,OFF-PA-10000552,10.368,2,0.2,3.6288
